Country Code,Country Name,Survey Year,Indicator,Characteristic Category,Characteristic Label,Value,gender
AM,Armenia,2016,if she burns the food,Marital status,"Widowed, divorced, separated",0.3,Women
AM,Armenia,2016,if she burns the food,Marital status,Never married,0.3,Women
AM,Armenia,2016,if she argues with him,Education,Primary,5.3,Women
AM,Armenia,2016,if she argues with him,Education,Secondary,9.2,Women
AM,Armenia,2016,if she argues with him,Education,Higher,3.9,Women
AM,Armenia,2016,if she argues with him,Wealth quintile,Lowest,9.4,Women
AM,Armenia,2016,if she argues with him,Wealth quintile,Second,8.2,Women
AM,Armenia,2016,if she argues with him,Wealth quintile,Middle,8.4,Women
AM,Armenia,2016,if she argues with him,Wealth quintile,Fourth,3.4,Women
AM,Armenia,2016,if she argues with him,Wealth quintile,Highest,2.2,Women
AM,Armenia,2016,if she argues with him,Marital status,Married or living together,7.1,Women
AM,Armenia,2016,if she argues with him,Marital status,"Widowed, divorced, separated",3.2,Women
AM,Armenia,2016,if she argues with him,Marital status,Never married,4.7,Women
AM,Armenia,2016,if she goes out without telling him,Education,Primary,5.4,Women
AM,Armenia,2016,if she goes out without telling him,Education,Secondary,8.7,Women
AM,Armenia,2016,if she goes out without telling him,Education,Higher,2.7,Women
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Lowest,7.5,Women
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Second,8,Women
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Middle,7.9,Women
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Fourth,2.6,Women
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Highest,1.2,Women
AM,Armenia,2016,if she goes out without telling him,Marital status,Married or living together,5.7,Women
AM,Armenia,2016,if she goes out without telling him,Marital status,"Widowed, divorced, separated",2.5,Women
AM,Armenia,2016,if she goes out without telling him,Marital status,Never married,5,Women
AM,Armenia,2016,if she neglects the children,Education,Primary,9.4,Women
AM,Armenia,2016,if she neglects the children,Education,Secondary,12.6,Women
AM,Armenia,2016,if she neglects the children,Education,Higher,5.5,Women
AM,Armenia,2016,if she neglects the children,Wealth quintile,Lowest,11.4,Women
AM,Armenia,2016,if she neglects the children,Wealth quintile,Second,12.7,Women
AM,Armenia,2016,if she neglects the children,Wealth quintile,Middle,10.5,Women
AM,Armenia,2016,if she neglects the children,Wealth quintile,Fourth,6.1,Women
AM,Armenia,2016,if she neglects the children,Wealth quintile,Highest,3.5,Women
AM,Armenia,2016,if she neglects the children,Marital status,Married or living together,9.9,Women
AM,Armenia,2016,if she neglects the children,Marital status,"Widowed, divorced, separated",3.8,Women
AM,Armenia,2016,if she neglects the children,Marital status,Never married,6.8,Women
AM,Armenia,2016,if she refuses to have sex with him,Education,Primary,1.5,Women
AM,Armenia,2016,if she refuses to have sex with him,Education,Secondary,1.2,Women
AM,Armenia,2016,if she refuses to have sex with him,Education,Higher,0.3,Women
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Lowest,1.5,Women
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Second,0.9,Women
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Middle,0.7,Women
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Fourth,0.2,Women
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Highest,0.6,Women
AM,Armenia,2016,if she refuses to have sex with him,Marital status,Married or living together,0.9,Women
AM,Armenia,2016,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",0.8,Women
AM,Armenia,2016,if she refuses to have sex with him,Marital status,Never married,0.5,Women
AM,Armenia,2016,for at least one specific reason,Education,Primary,12,Women
AM,Armenia,2016,for at least one specific reason,Education,Secondary,14.4,Women
AM,Armenia,2016,for at least one specific reason,Education,Higher,6.6,Women
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Lowest,14.3,Women
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Second,14.5,Women
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Middle,11.9,Women
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Fourth,6.9,Women
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Highest,4.2,Women
AM,Armenia,2016,for at least one specific reason,Marital status,Married or living together,11.4,Women
AM,Armenia,2016,for at least one specific reason,Marital status,"Widowed, divorced, separated",5.3,Women
AM,Armenia,2016,for at least one specific reason,Marital status,Never married,8.4,Women
AM,Armenia,2016,if she burns the food,Education,Primary,1,Men
AM,Armenia,2016,if she burns the food,Education,Secondary,0.6,Men
AM,Armenia,2016,if she burns the food,Education,Higher,0.6,Men
AM,Armenia,2016,if she burns the food,Wealth quintile,Lowest,0.5,Men
AM,Armenia,2016,if she burns the food,Wealth quintile,Second,1.2,Men
AM,Armenia,2016,if she burns the food,Wealth quintile,Middle,0.4,Men
AM,Armenia,2016,if she burns the food,Wealth quintile,Fourth,1,Men
AM,Armenia,2016,if she burns the food,Wealth quintile,Highest,0.2,Men
AM,Armenia,2016,if she burns the food,Marital status,Married or living together,0.4,Men
AM,Armenia,2016,if she burns the food,Marital status,"Widowed, divorced, separated",0,Men
AM,Armenia,2016,if she burns the food,Marital status,Never married,1,Men
AM,Armenia,2016,if she argues with him,Education,Primary,22,Men
AM,Armenia,2016,if she argues with him,Education,Secondary,20.2,Men
AM,Armenia,2016,if she argues with him,Education,Higher,9.9,Men
AM,Armenia,2016,if she argues with him,Wealth quintile,Lowest,22.6,Men
AM,Armenia,2016,if she argues with him,Wealth quintile,Second,23.2,Men
AM,Armenia,2016,if she argues with him,Wealth quintile,Middle,19.5,Men
AM,Armenia,2016,if she argues with him,Wealth quintile,Fourth,10.2,Men
AM,Armenia,2016,if she argues with him,Wealth quintile,Highest,5.5,Men
AM,Armenia,2016,if she argues with him,Marital status,Married or living together,15.8,Men
AM,Armenia,2016,if she argues with him,Marital status,"Widowed, divorced, separated",27.5,Men
AM,Armenia,2016,if she argues with him,Marital status,Never married,16,Men
AM,Armenia,2016,if she goes out without telling him,Education,Primary,13.6,Men
AM,Armenia,2016,if she goes out without telling him,Education,Secondary,16.3,Men
AM,Armenia,2016,if she goes out without telling him,Education,Higher,6.1,Men
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Lowest,16.3,Men
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Second,15,Men
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Middle,17.5,Men
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Fourth,5.9,Men
AM,Armenia,2016,if she goes out without telling him,Wealth quintile,Highest,4.4,Men
AM,Armenia,2016,if she goes out without telling him,Marital status,Married or living together,10.3,Men
AM,Armenia,2016,if she goes out without telling him,Marital status,"Widowed, divorced, separated",22.5,Men
AM,Armenia,2016,if she goes out without telling him,Marital status,Never married,12.9,Men
AM,Armenia,2016,if she neglects the children,Education,Primary,17.8,Men
AM,Armenia,2016,if she neglects the children,Education,Secondary,22.8,Men
AM,Armenia,2016,if she neglects the children,Education,Higher,10.9,Men
AM,Armenia,2016,if she neglects the children,Wealth quintile,Lowest,19.1,Men
AM,Armenia,2016,if she neglects the children,Wealth quintile,Second,23.1,Men
AM,Armenia,2016,if she neglects the children,Wealth quintile,Middle,24.7,Men
AM,Armenia,2016,if she neglects the children,Wealth quintile,Fourth,11.9,Men
AM,Armenia,2016,if she neglects the children,Wealth quintile,Highest,7.6,Men
AM,Armenia,2016,if she neglects the children,Marital status,Married or living together,16.5,Men
AM,Armenia,2016,if she neglects the children,Marital status,"Widowed, divorced, separated",33.7,Men
AM,Armenia,2016,if she neglects the children,Marital status,Never married,17.2,Men
AM,Armenia,2016,if she refuses to have sex with him,Education,Primary,2.4,Men
AM,Armenia,2016,if she refuses to have sex with him,Education,Secondary,2.2,Men
AM,Armenia,2016,if she refuses to have sex with him,Education,Higher,0.8,Men
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Lowest,2.3,Men
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Second,1.8,Men
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Middle,2.8,Men
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Fourth,0.9,Men
AM,Armenia,2016,if she refuses to have sex with him,Wealth quintile,Highest,0.4,Men
AM,Armenia,2016,if she refuses to have sex with him,Marital status,Married or living together,1.5,Men
AM,Armenia,2016,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",9.1,Men
AM,Armenia,2016,if she refuses to have sex with him,Marital status,Never married,1.4,Men
AM,Armenia,2016,for at least one specific reason,Education,Primary,30.3,Men
AM,Armenia,2016,for at least one specific reason,Education,Secondary,27.9,Men
AM,Armenia,2016,for at least one specific reason,Education,Higher,14.4,Men
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Lowest,29.2,Men
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Second,30.6,Men
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Middle,28.8,Men
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Fourth,15.6,Men
AM,Armenia,2016,for at least one specific reason,Wealth quintile,Highest,9.3,Men
AM,Armenia,2016,for at least one specific reason,Marital status,Married or living together,21.3,Men
AM,Armenia,2016,for at least one specific reason,Marital status,"Widowed, divorced, separated",42.3,Men
AM,Armenia,2016,for at least one specific reason,Marital status,Never married,23.2,Men
BD,Bangladesh,2004,if she argues with him,Education,No education,27.8,Men
BD,Bangladesh,2004,if she argues with him,Education,Primary,22.1,Men
BD,Bangladesh,2004,if she argues with him,Education,Secondary,9.8,Men
BD,Bangladesh,2004,if she argues with him,Education,Higher,2.6,Men
BD,Bangladesh,2004,if she argues with him,Wealth quintile,Lowest,26.1,Men
BD,Bangladesh,2004,if she argues with him,Wealth quintile,Second,22,Men
BD,Bangladesh,2004,if she argues with him,Wealth quintile,Middle,21.6,Men
BD,Bangladesh,2004,if she argues with him,Wealth quintile,Fourth,14,Men
BD,Bangladesh,2004,if she argues with him,Wealth quintile,Highest,6.7,Men
BD,Bangladesh,2004,if she argues with him,Marital status,Married or living together,27.9,Men
BD,Bangladesh,2004,if she argues with him,Marital status,"Widowed, divorced, separated",0,Men
BD,Bangladesh,2004,if she argues with him,Marital status,Never married,0,Men
BD,Bangladesh,2004,if she neglects the children,Education,No education,16.1,Men
BD,Bangladesh,2004,if she neglects the children,Education,Primary,13,Men
BD,Bangladesh,2004,if she neglects the children,Education,Secondary,6.9,Men
BD,Bangladesh,2004,if she neglects the children,Education,Higher,1.5,Men
BD,Bangladesh,2004,if she neglects the children,Wealth quintile,Lowest,16.8,Men
BD,Bangladesh,2004,if she neglects the children,Wealth quintile,Second,12.3,Men
BD,Bangladesh,2004,if she neglects the children,Wealth quintile,Middle,12.3,Men
BD,Bangladesh,2004,if she neglects the children,Wealth quintile,Fourth,8.5,Men
BD,Bangladesh,2004,if she neglects the children,Wealth quintile,Highest,4.6,Men
BD,Bangladesh,2004,if she neglects the children,Marital status,Married or living together,16.8,Men
BD,Bangladesh,2004,if she neglects the children,Marital status,"Widowed, divorced, separated",0,Men
BD,Bangladesh,2004,if she neglects the children,Marital status,Never married,0,Men
BD,Bangladesh,2004,for at least one specific reason,Education,No education,31.5,Men
BD,Bangladesh,2004,for at least one specific reason,Education,Primary,25.3,Men
BD,Bangladesh,2004,for at least one specific reason,Education,Secondary,12.4,Men
BD,Bangladesh,2004,for at least one specific reason,Education,Higher,3.8,Men
BD,Bangladesh,2004,for at least one specific reason,Wealth quintile,Lowest,31,Men
BD,Bangladesh,2004,for at least one specific reason,Wealth quintile,Second,24.6,Men
BD,Bangladesh,2004,for at least one specific reason,Wealth quintile,Middle,24.9,Men
BD,Bangladesh,2004,for at least one specific reason,Wealth quintile,Fourth,16.3,Men
BD,Bangladesh,2004,for at least one specific reason,Wealth quintile,Highest,8.5,Men
BD,Bangladesh,2004,for at least one specific reason,Marital status,Married or living together,32.5,Men
BD,Bangladesh,2004,for at least one specific reason,Marital status,"Widowed, divorced, separated",0,Men
BD,Bangladesh,2004,for at least one specific reason,Marital status,Never married,0,Men
BD,Bangladesh,2007,if she argues with him,Education,No education,23.1,Women
BD,Bangladesh,2007,if she argues with him,Education,Primary,22.8,Women
BD,Bangladesh,2007,if she argues with him,Education,Secondary,21.3,Women
BD,Bangladesh,2007,if she argues with him,Education,Higher,6.1,Women
BD,Bangladesh,2007,if she argues with him,Wealth quintile,Lowest,23.7,Women
BD,Bangladesh,2007,if she argues with him,Wealth quintile,Second,24.7,Women
BD,Bangladesh,2007,if she argues with him,Wealth quintile,Middle,23.7,Women
BD,Bangladesh,2007,if she argues with him,Wealth quintile,Fourth,21.3,Women
BD,Bangladesh,2007,if she argues with him,Wealth quintile,Highest,14.6,Women
BD,Bangladesh,2007,if she argues with him,Marital status,Married or living together,21.5,Women
BD,Bangladesh,2007,if she argues with him,Marital status,"Widowed, divorced, separated",21,Women
BD,Bangladesh,2007,if she goes out without telling him,Education,No education,19,Women
BD,Bangladesh,2007,if she goes out without telling him,Education,Primary,20.3,Women
BD,Bangladesh,2007,if she goes out without telling him,Education,Secondary,17.1,Women
BD,Bangladesh,2007,if she goes out without telling him,Education,Higher,4.1,Women
BD,Bangladesh,2007,if she goes out without telling him,Wealth quintile,Lowest,19,Women
BD,Bangladesh,2007,if she goes out without telling him,Wealth quintile,Second,20.1,Women
BD,Bangladesh,2007,if she goes out without telling him,Wealth quintile,Middle,20.9,Women
BD,Bangladesh,2007,if she goes out without telling him,Wealth quintile,Fourth,17,Women
BD,Bangladesh,2007,if she goes out without telling him,Wealth quintile,Highest,12.8,Women
BD,Bangladesh,2007,if she goes out without telling him,Marital status,Married or living together,17.9,Women
BD,Bangladesh,2007,if she goes out without telling him,Marital status,"Widowed, divorced, separated",17.7,Women
BD,Bangladesh,2007,if she neglects the children,Education,No education,14.9,Women
BD,Bangladesh,2007,if she neglects the children,Education,Primary,17.7,Women
